Date,GBPUSD=X,GLD,SPY,USO,VIX
2016-02-23,1.4148073196411133,117.22000122070312,162.9986114501953,67.83999633789062,20.979999542236328
2016-02-24,1.4013453722000122,117.61000061035156,163.74440002441406,68.72000122070312,20.719999313354492
2016-02-25,1.3929517269134521,117.91999816894531,165.72763061523438,70.4000015258789,19.110000610351562
2016-02-26,1.3966480493545532,117.11000061035156,165.34625244140625,70.23999786376953,19.809999465942383
2016-02-29,1.3861935138702393,118.63999938964844,164.04953002929688,72.0,20.549999237060547
2016-03-01,1.3927963972091675,117.7699966430664,167.90586853027344,73.19999694824219,17.700000762939453
2016-03-02,1.3963944911956787,118.68000030517578,168.66012573242188,74.4000015258789,17.09000015258789
2016-03-03,1.408093810081482,120.7300033569336,169.32125854492188,74.0,16.700000762939453
2016-03-04,1.4174946546554565,120.54000091552734,169.87208557128906,77.19999694824219,16.860000610351562
2016-03-07,1.4215044975280762,121.13999938964844,170.00770568847656,80.87999725341797,17.350000381469727
2016-03-08,1.4261265993118286,120.58000183105469,168.151611328125,77.19999694824219,18.670000076293945
2016-03-09,1.4208581447601318,119.58000183105469,168.982177734375,81.19999694824219,18.34000015258789
2016-03-10,1.42069673538208,121.5,169.11781311035156,80.31999969482422,18.049999237060547
2016-03-11,1.4287755489349365,119.41000366210938,171.846923828125,81.5199966430664,16.5
2016-03-14,1.4380005598068237,117.87000274658203,171.62655639648438,79.04000091552734,16.920000076293945
2016-03-15,1.4282041788101196,117.95999908447266,171.34681701660156,77.5999984741211,16.84000015258789
2016-03-16,1.4156285524368286,120.58999633789062,172.3384552001953,81.44000244140625,14.989999771118164
2016-03-17,1.4255167245864868,120.12999725341797,173.43179321289062,84.4000015258789,14.4399995803833
2016-03-18,1.4478065967559814,119.80000305175781,174.11331176757812,83.83999633789062,14.020000457763672
2016-03-21,1.4468011856079102,118.95999908447266,174.36038208007812,84.72000122070312,13.789999961853027
2016-03-22,1.4370087385177612,119.30999755859375,174.26666259765625,84.31999969482422,14.170000076293945
2016-03-23,1.4224953651428223,116.61000061035156,173.11659240722656,80.87999725341797,14.9399995803833
2016-03-24,1.411691665649414,116.33000183105469,173.0399169921875,80.4800033569336,14.739999771118164
2016-03-25,1.4130080938339233,,,,
2016-03-28,1.413107991218567,116.5999984741211,173.14215087890625,80.08000183105469,15.239999771118164
2016-03-29,1.4263300895690918,118.76000213623047,174.7437286376953,78.4000015258789,13.819999694824219
2016-03-30,1.438641905784607,117.0999984741211,175.51048278808594,77.83999633789062,13.5600004196167
2016-03-31,1.4374011754989624,117.63999938964844,175.08450317382812,77.5999984741211,13.949999809265137
2016-04-01,1.4366991519927979,116.93000030517578,176.27719116210938,74.63999938964844,13.100000381469727
2016-04-04,1.422454833984375,116.1500015258789,175.70639038085938,72.63999938964844,14.119999885559082
2016-04-05,1.4264928102493286,117.66000366210938,173.95143127441406,73.04000091552734,15.420000076293945
2016-04-06,1.4156285524368286,116.94000244140625,175.85121154785156,76.80000305175781,14.09000015258789
2016-04-07,1.4138071537017822,118.61000061035156,173.74696350097656,76.08000183105469,16.15999984741211
2016-04-08,1.4057974815368652,118.43000030517578,174.2155303955078,80.23999786376953,15.359999656677246
2016-04-11,1.4130080938339233,120.02999877929688,173.80661010742188,82.23999786376953,16.260000228881836
2016-04-12,1.4234064817428589,120.05000305175781,175.42527770996094,85.12000274658203,14.850000381469727
2016-04-13,1.4268999099731445,118.7699966430664,177.197265625,84.08000183105469,13.84000015258789
2016-04-14,1.4192047119140625,117.11000061035156,177.20578002929688,83.83999633789062,13.720000267028809
2016-04-15,1.4146071672439575,117.91999816894531,177.00978088378906,82.0,13.619999885559082
2016-04-18,1.4174344539642334,117.73999786376953,178.2536163330078,81.36000061035156,13.350000381469727
2016-04-19,1.4289796352386475,119.58000183105469,178.81582641601562,83.5199966430664,13.239999771118164
2016-04-20,1.4389524459838867,118.97000122070312,178.9862060546875,86.08000183105469,13.279999732971191
2016-04-21,1.4338973760604858,119.41999816894531,178.0235595703125,85.76000213623047,13.949999809265137
2016-04-22,1.432295322418213,117.88999938964844,178.0235595703125,86.08000183105469,13.220000267028809
